Артикул;Наименование;Номенклатура;Баркод;ТМ;20-February-2024;21-February-2024;22-February-2024;23-February-2024;24-February-2024;25-February-2024;26-February-2024;27-February-2024;28-February-2024;29-February-2024;01-March-2024;02-March-2024;03-March-2024;04-March-2024;05-March-2024;06-March-2024;07-March-2024;08-March-2024;09-March-2024;10-March-2024;11-March-2024;12-March-2024;13-March-2024;14-March-2024;15-March-2024;16-March-2024;17-March-2024;18-March-2024;19-March-2024;20-March-2024;21-March-2024;22-March-2024;23-March-2024;24-March-2024;25-March-2024;26-March-2024;27-March-2024;28-March-2024;29-March-2024;30-March-2024;31-March-2024;01-April-2024;02-April-2024;03-April-2024;04-April-2024;05-April-2024;06-April-2024;07-April-2024;08-April-2024;Остаток;Предмет;Процент комиссии;Стоимость логистики;Стоимость хранения;Себестоимость;Цена до скидки;Скидка;Цена;Комиссия в рублях;НДС;Налог на прибыль;Налог;Прибыль;Наценка;Процент налога
50330;Терка ручная узкая;37332392;7432141557129;Shiny Kitchen;16;3;7;5;8;10;3;4;7;8;5;7;7;9;4;8;6;8;6;6;5;9;7;2;2;7;4;5;2;4;5;3;6;4;3;4;3;2;6;4;7;4;4;4;8;3;0;1;5;533;Терки;20;54.0;0.32;190.6;3688.0;84.0;590;135.70000000000002;34.95;34.06499999999999;69.01499999999999;136.25999999999993;71.49;11.697457627118641
50331;Терка для сыра;37332764;7432141557132;Shiny Kitchen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;Терки;20;54.0;0.32;156.29;1388.5;43.0;402;92.46;16.54166666666668;15.938666666666666;32.48033333333335;63.75466666666665;40.79;8.079684908789389
50332;Терка ручная широкая;37333022;7432141557135;Shiny Kitchen;3;0;1;4;2;4;2;1;4;7;2;6;3;5;2;2;5;1;7;3;6;3;2;2;4;5;1;9;4;1;3;1;4;7;5;4;6;3;3;1;6;3;3;2;3;3;2;1;4;240;Терки;20;54.0;-0.15999999999999998;175.99;3000.0;78.0;660;151.79999999999998;46.36833333333334;45.378333333333345;91.74666666666668;181.51333333333338;103.14;13.901010101010103
50350;Ланчбокс 1100мл серо-черный;37362136;7432141557138;Shiny Kitchen;7;6;4;5;6;4;9;5;2;4;4;2;3;6;7;3;3;2;6;4;4;5;3;5;0;3;5;5;2;4;2;3;0;5;2;6;1;3;3;3;0;8;1;0;1;3;2;2;1;777;Ланч-боксы;20;66.60000000000001;0.08000000000000002;208.33;3647.0;83.0;619;142.37;33.61666666666668;32.68816666666665;66.30483333333333;130.75266666666658;62.76;10.711604738826065
50351;Ланч Бокс с приборами 1000 мл, квадратный, зеленый;83330671;7432141557139;Shiny Kitchen;2;3;1;1;4;1;1;2;2;4;3;4;2;6;2;1;2;4;2;2;2;2;3;3;0;5;2;2;4;5;4;0;2;0;1;5;4;3;1;1;2;3;1;0;4;3;4;3;2;857;Ланч-боксы;20;66.60000000000001;0.08000000000000002;201.82;933.0;67.0;307;70.61;-5.338333333333335;-5.79883333333334;-11.137166666666674;-23.195333333333327;-11.49;-3.6277415852334443
50352;Ланч Бокс с приборами 1000 мл, квадратный, серо-черный;83330672;7432141557140;Shiny Kitchen;4;3;7;0;1;4;5;2;4;4;2;1;9;18;5;8;1;2;2;5;9;6;5;1;4;5;2;4;2;4;3;3;3;2;3;2;4;0;8;3;7;4;3;2;7;5;4;3;9;820;Ланч-боксы;20;66.60000000000001;0.08000000000000002;201.82;655.0;53.0;307;70.61;-5.338333333333335;-5.79883333333334;-11.137166666666674;-23.195333333333327;-11.49;-3.6277415852334443
50353;Ланчбокс прямоугольный 1100мл зеленый;83332975;7432141557136;Shiny Kitchen;1;0;2;1;1;0;0;0;2;1;2;1;0;4;0;3;0;1;1;1;4;0;3;0;2;2;3;1;1;2;0;0;2;1;1;1;1;2;3;0;2;1;1;1;4;3;3;3;2;223;Ланч-боксы;20;66.60000000000001;0.08000000000000002;202.27;1121.0;67.0;369;84.87;2.543333333333324;1.9898333333333296;4.533166666666654;7.959333333333323;3.94;1.22850045167118
50354;Ланчбокс прямоугольный 1100мл серо-черный;83332976;7432141557137;Shiny Kitchen;9;2;3;10;4;4;2;3;8;2;2;5;3;11;2;7;9;4;4;1;9;6;9;6;8;3;6;0;0;1;1;1;5;2;3;2;3;6;0;1;4;6;2;6;1;1;3;2;2;456;Ланч-боксы;20;66.60000000000001;0.08000000000000002;202.27;1967.0;70.0;590;135.70000000000002;30.904999999999994;30.01999999999999;60.92499999999998;120.08000000000003;59.37;10.326271186440675
50355;Ланч Бокс 1400 мл, зеленый;83333805;7432141557133;Shiny Kitchen;2;3;2;0;2;2;1;0;5;1;4;2;2;2;0;0;0;0;0;0;1;0;0;2;0;0;1;0;1;0;1;0;0;0;0;2;1;1;1;0;0;0;1;2;8;15;5;6;3;251;Ланч-боксы;20;79.2;0.32;195.19;1281.0;70.0;384;88.32;3.548333333333341;2.972333333333335;6.520666666666676;11.88933333333333;6.09;1.6980902777777802
50356;Ланч Бокс 1400 мл, серо-черный;83333806;7432141557134;Shiny Kitchen;4;2;3;1;1;0;2;2;3;1;0;2;1;1;2;1;3;1;0;3;2;3;1;2;3;1;2;5;2;1;2;4;1;2;2;4;2;2;2;3;3;0;0;1;10;8;4;6;8;250;Ланч-боксы;20;79.2;0.32;195.19;1121.0;67.0;369;84.87;1.6233333333333242;1.069833333333332;2.6931666666666563;4.279333333333339;2.19;0.7298554652213161
50357;Ланч бокс, 1100 мл, зеленый;83320954;7432141557150;Shiny Kitchen;9;5;4;3;7;8;8;7;3;8;11;6;8;6;7;5;5;4;4;8;8;15;8;4;4;3;3;13;2;7;6;3;2;0;2;2;3;3;2;0;1;1;3;0;0;3;1;0;2;835;Ланч-боксы;20;66.60000000000001;0.08000000000000002;174.79;1433.0;61.0;558;128.34;31.378333333333337;30.54133333333334;61.91966666666668;122.16533333333336;69.89;11.096714456391878
50360;Косметичка, розовая;33512798;7432141557141;REVOLUT;0;1;0;0;1;2;3;1;0;2;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Косметички;23;54.0;-0.15999999999999998;129.97;3014.0;93.0;210;54.6;-4.761666666666672;-5.076666666666668;-9.83833333333334;-20.30666666666666;-15.62;-4.684920634920639
50361;Косметичка, синяя;33512799;7432141557144;REVOLUT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Косметички;23;54.0;-0.15999999999999998;129.97;3200.0;92.0;256;66.56;0.9116666666666653;0.5276666666666617;1.4393333333333271;2.1106666666666722;1.62;0.5622395833333309
50362;Косметичка, голубая;33512800;7432141557147;REVOLUT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;Косметички;23;54.0;-0.15999999999999998;129.97;2638.0;92.0;211;54.86;-4.638333333333334;-4.9548333333333385;-9.593166666666672;-19.819333333333326;-15.25;-4.546524486571882
50363;Бьюти бокс для косметики, размер L, черный;72338860;7432141559414;REVOLUT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Косметички;23;255.6;3.6799999999999997;1261.91;2382.0;6.0;2239;582.14;23.22499999999998;19.866499999999977;43.091499999999954;79.46599999999998;6.3;1.924586869138006
50364;Бьюти бокс для косметики, размер L, розовый;72338861;7432141559417;REVOLUT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Косметички;23;255.6;3.6799999999999997;1261.91;2382.0;6.0;2239;582.14;23.22499999999998;19.866499999999977;43.091499999999954;79.46599999999998;6.3;1.924586869138006
50365;Бьюти бокс для косметики S, черный;72339164;7432141559420;REVOLUT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Косметички;23;117.0;1.04;597.62;2486.0;51.0;1218;316.68;31.116666666666678;29.289666666666676;60.40633333333335;117.15866666666663;19.6;4.959469074986318
50366;Бьюти бокс для косметики S, розовый;72339165;7432141559423;REVOLUT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Косметички;23;117.0;1.04;580.12;3052.0;69.0;946;245.96000000000004;0.48666666666667524;-0.9323333333333554;-0.4456666666666802;-3.7293333333333614;-0.64;-0.04711064129668924
50367;Бьюти бокс для косметики, размер M, черный;72340039;7432141559426;REVOLUT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Косметички;23;180.00000000000003;2.2399999999999998;1069.32;2381.0;15.0;2023;525.98;41.28333333333334;38.24883333333334;79.53216666666668;152.99533333333335;14.31;3.931397264788269
50368;Бьюти бокс для косметики, размер M, розовый;72340040;7432141559429;REVOLUT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Косметички;23;205.20000000000002;2.7199999999999998;1068.33;2382.0;32.0;1619;420.94000000000005;-12.578333333333326;-15.006833333333342;-27.585166666666666;-60.02733333333333;-5.62;-1.7038398188182005
50390;Пинцет для бровей изогнутый;37363897;7432141557156;REVOLUT;14;6;2;7;16;7;9;6;4;5;6;9;3;5;3;2;3;4;7;7;4;1;5;0;4;1;5;1;6;0;2;1;1;2;5;4;5;2;1;1;3;2;2;2;3;2;3;6;7;1462;Пинцеты;23;54.0;0.32;65.24;2150.0;86.0;301;78.25999999999999;17.25;16.7985;34.048500000000004;67.194;103.0;11.311794019933556
50391;Пинцет для бровей прямой;37364996;7432141557159;REVOLUT;7;5;5;2;6;2;5;5;4;5;11;4;8;4;6;3;3;7;2;7;24;6;4;2;3;0;4;12;3;2;1;0;1;3;2;2;1;1;2;2;0;0;1;3;1;0;1;1;1;1227;Пинцеты;23;54.0;0.32;65.24;786.0;72.0;220;57.2;7.26;6.929999999999994;14.189999999999994;27.719999999999995;42.49;6.449999999999997
50400;Скотч для наращивания ресниц пластиковый, 2 шт по 9 м;37367967;7432141557162;REVOLUT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Скотч для наращивания ресниц;23;54.0;0.32;50.37;1359.0;82.0;244;63.44;12.69833333333334;12.332333333333333;25.030666666666672;49.329333333333324;97.93;10.258469945355193
50401;Скотч для наращивания ресниц бумажный, 2 шт по 9м;37368331;7432141557165;REVOLUT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Скотч для наращивания ресниц;23;54.0;0.32;40.08;1045.0;89.0;114;29.639999999999997;-1.6200000000000019;-1.790999999999999;-3.411000000000001;-7.163999999999998;-17.87;-2.9921052631578955
50420;Силиконовая щеточка для чистки кистей;37333459;7432141557168;REVOLUT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Щетки косметические;23;54.0;0.32;45.21;835.0;80.0;167;43.42;4.061666666666662;3.8111666666666646;7.872833333333327;15.244666666666665;33.72;4.714271457085824
50440;Мини расческа для волос розовая;37334662;7432141557174;REVOLUT;9;11;4;4;7;2;3;2;20;2;3;6;16;11;8;3;5;2;0;3;3;3;3;4;2;2;2;1;6;4;3;1;2;0;0;0;2;0;0;0;0;1;1;0;2;3;2;5;8;1750;Расчески;23;54.0;0.32;66.38;1309.0;77.0;301;78.25999999999999;17.060000000000002;16.608500000000003;33.66850000000001;66.43400000000001;100.08;11.185548172757478
50441;Мини расческа для волос фиолетовая;37334663;7432141557177;REVOLUT;2;0;0;3;3;3;6;6;23;5;2;12;5;3;3;3;1;2;1;1;4;4;0;0;0;0;2;0;3;3;2;0;1;1;2;0;1;0;2;4;0;0;0;2;1;0;2;5;1;853;Расчески;23;54.0;0.32;66.38;1672.0;82.0;300;78.0;16.936666666666667;16.486666666666668;33.42333333333333;65.94666666666667;99.35;11.14111111111111
50442;Мини расческа для волос черная;37334664;7432141557180;REVOLUT;10;9;2;6;1;5;4;3;22;4;5;8;13;7;8;2;7;9;9;11;6;4;3;2;1;2;2;0;7;1;1;1;0;2;1;0;0;2;3;3;1;2;2;2;1;0;1;6;3;666;Расчески;23;54.0;0.32;66.38;1505.0;80.0;301;78.25999999999999;17.060000000000002;16.608500000000003;33.66850000000001;66.43400000000001;100.08;11.185548172757478
50460;Органайзер для украшений маленький;49038251;7432141557183;REVOLUT;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Шкатулки;19;54.0;0.32;219.42;2425.0;88.0;291;64.02000000000001;-7.739999999999997;-8.1765;-15.916499999999997;-32.705999999999996;-14.91;-5.469587628865978
50470;Органайзер для украшений большой;37335099;7432141557186;REVOLUT;0;2;2;1;1;1;3;11;12;8;9;5;14;21;13;8;5;4;6;4;6;3;1;2;0;4;6;3;2;4;0;0;0;1;1;1;0;1;1;1;0;1;1;1;3;5;5;6;4;563;Шкатулки;19;129.6;1.28;686.76;13463.0;92.0;1077;236.94;3.9499999999999815;2.3345000000000113;6.284499999999992;9.338000000000022;1.36;0.5835190343546882
50480;Манекен для наращивания ресниц;37368638;7432141557189;REVOLUT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Манекены для наращивания ресниц;23;129.6;1.28;517.91;4996.0;64.0;1798;467.48;113.83500000000001;111.13799999999999;224.973;444.5520000000001;85.84;12.512402669632927
50490;Тренировчоные ресницы для маникена;37369034;7432141557192;REVOLUT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;Накладные ресницы;23;54.0;0.32;281.32;3222.0;91.0;289;75.14;-20.243333333333332;-20.67683333333334;-40.920166666666674;-82.70733333333332;-29.4;-14.159227220299886
50500;Зажим для ресниц золотистый ;37369640;7432141557195;REVOLUT;21;18;11;13;10;15;9;20;16;15;18;19;17;12;15;12;11;11;16;6;15;5;6;10;11;6;14;9;8;5;4;10;11;4;3;7;11;6;7;3;7;5;3;6;3;7;6;3;6;1283;Зажимы для ресниц;23;54.0;0.32;92.2;1417.0;76.0;340;88.39999999999999;17.56666666666667;17.05666666666667;34.623333333333335;68.2266666666667;74.0;10.183333333333334
50501;Зажим для ресниц черный ;81948302;7432141557196;REVOLUT;39;32;22;19;26;20;20;44;23;14;21;27;25;21;21;16;12;17;12;10;19;23;9;9;19;13;11;11;14;8;10;18;14;14;10;7;20;15;8;10;11;8;7;8;10;16;9;9;11;896;Зажимы для ресниц;23;54.0;0.32;80.59;731.0;48.0;380;98.8;24.435000000000002;23.865000000000006;48.30000000000001;95.45999999999995;118.45;12.710526315789476
50510;Комплект резиночек для волос, маленькие 500 шт, черные;33522289;7432141557198;REVOLUT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Резинки;19;54.0;0.32;31.67;333.0;73.0;89;19.580000000000002;-2.7083333333333357;-2.841833333333333;-5.550166666666669;-11.367333333333331;-35.89;-6.236142322097381
50511;Комплект резиночек для волос, маленькие 500 шт, прозрачные;33522290;7432141557201;REVOLUT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Резинки;19;54.0;0.32;31.67;426.0;77.0;97;21.34;-1.6683333333333348;-1.8138333333333336;-3.4821666666666684;-7.255333333333337;-22.91;-3.5898625429553284
50512;Комплект резиночек для волос, маленькие 500 шт, цветные;33522291;7432141557204;REVOLUT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Резинки;19;54.0;0.32;31.67;414.0;78.0;91;20.02;-2.4483333333333377;-2.584833333333335;-5.033166666666673;-10.339333333333323;-32.65;-5.530952380952387
50520;Комплект резиночек для волос, маленькие 1000 шт, черные;33522359;7432141557207;REVOLUT;5;3;7;6;17;8;13;4;6;16;10;12;8;8;6;5;6;4;5;7;7;5;3;3;2;3;6;4;9;8;8;3;2;1;3;3;2;6;3;0;1;1;1;1;0;2;2;0;2;597;Резинки;19;54.0;0.32;40.74;1881.0;84.0;300;66.0;23.21;22.760000000000005;45.970000000000006;91.03999999999999;223.47;15.323333333333336
50521;Комплект резиночек для волос, маленькие 1000 шт, прозрачные;33522360;7432141557210;REVOLUT;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Резинки;19;54.0;0.32;40.74;2294.0;83.0;389;85.58;34.78000000000001;34.1965;68.97650000000002;136.786;335.75;17.73174807197944
50522;Комплект резиночек для волос, маленькие 1000 шт, цветные;33522361;7432141557213;REVOLUT;0;0;2;0;1;1;0;1;1;1;2;1;2;0;2;0;2;1;2;1;0;1;0;3;1;2;1;0;3;0;2;0;1;0;0;0;0;2;0;1;0;1;1;0;0;0;0;0;0;46;Резинки;19;54.0;0.32;40.74;2007.0;85.0;301;66.22;23.340000000000003;22.8885;46.228500000000004;91.554;224.73;15.358305647840533
50530;Типсы-веер для дизайна ногтей 50шт, квадрат;37371332;7432141557216;REVOLUT;23;19;9;14;18;25;16;15;15;18;22;13;21;14;10;7;13;19;9;8;15;8;5;10;9;16;5;13;3;10;10;3;2;6;7;9;8;6;7;6;4;8;4;13;6;8;7;8;6;1984;Накладные ногти;23;54.0;0.32;46.93;1771.0;83.0;301;78.25999999999999;20.30166666666667;19.850166666666667;40.151833333333336;79.40066666666667;169.19;13.339479512735327
50531;Типсы-веер для дизайна ногтей 50 шт, миндаль;77543394;7432141557218;REVOLUT;29;24;26;19;16;16;22;26;16;20;15;14;15;23;12;14;15;8;9;12;18;14;8;13;22;9;18;12;18;9;13;13;6;15;10;7;11;8;15;7;21;9;23;21;14;38;11;10;16;482;Накладные ногти;23;54.0;0.32;48.63;1254.0;76.0;300;78.0;19.894999999999996;19.445;39.339999999999996;77.78;159.94;13.113333333333332
50540;Верхние типсы для наращивания 500шт;37372956;7432141557219;REVOLUT;2;3;2;2;0;1;3;0;1;4;4;1;1;2;0;2;0;1;1;0;2;2;2;0;1;0;0;1;2;4;3;3;3;3;0;1;1;2;1;0;0;1;2;1;1;3;1;3;2;332;Накладные ногти;23;54.0;0.32;342.71;3200.0;86.0;448;116.48000000000002;-10.86500000000001;-11.537;-22.40200000000001;-46.14799999999998;-13.47;-5.000446428571431
50541;Верхние типсы для наращивания 120шт;37373402;7432141557222;REVOLUT;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Накладные ногти;23;54.0;0.32;93.71;756.0;55.0;340;88.39999999999999;17.315000000000005;16.805000000000003;34.120000000000005;67.22000000000004;71.73;10.03529411764706
50550;Аппликатор для ламинирования, комплект из 3 шт;37374064;7432141557225;REVOLUT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Аппликаторы;23;54.0;0.32;17.51;506.0;84.0;80;20.8;-2.0516666666666694;-2.1716666666666664;-4.223333333333336;-8.686666666666666;-49.61;-5.27916666666667
50560;тарфарет для перманента 2 шт;37374639;7432141557228;REVOLUT;0;1;2;0;3;3;1;1;0;3;1;2;0;0;1;0;1;1;2;2;1;0;2;1;2;2;2;0;2;3;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Трафареты для макияжа;23;54.0;0.32;41.61;923.0;87.0;119;30.939999999999998;-1.2583333333333346;-1.4368333333333343;-2.695166666666669;-5.747333333333328;-13.81;-2.264845938375352
50570;Силиконовые бигуди для ламинирования;37374886;7432141557231;REVOLUT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Валики для ресниц;23;54.0;0.32;35.5;547.0;81.0;103;26.78;-2.2133333333333356;-2.367833333333333;-4.581166666666668;-9.471333333333334;-26.68;-4.447734627831716
50571;Силиконовые бигуди для ламинирования/ Набор 5 шт;37375146;7432141557234;REVOLUT;19;23;9;8;7;6;4;6;7;4;6;14;13;12;13;9;7;14;7;9;8;2;1;3;4;6;5;11;13;10;12;11;8;11;9;15;15;7;7;8;7;12;10;8;9;10;7;15;20;6;Валики для ресниц;23;54.0;0.32;42.25;1579.0;81.0;300;78.0;20.95833333333333;20.50833333333334;41.46666666666667;82.03333333333333;194.16;13.822222222222223
50580;Миксер для краски, в комплекте с 10 палочками;39417615;7432141557237;REVOLUT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Миксеры для косметики;15;54.0;0.32;169.37;1243.0;77.0;285;51.300000000000004;1.7216666666666605;1.294166666666664;3.0158333333333243;5.17666666666666;3.06;1.0581871345029208
50590;Стикеры для клея комплект 10 листов;37375822;7432141557240;REVOLUT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Декор для маникюра;23;54.0;0.32;45.84;795.0;76.0;190;49.4;6.793333333333331;6.508333333333335;13.301666666666666;26.033333333333324;56.79;7.000877192982455
50700;Массажер Дарсонваль;37376206;7432141557270;REVOLUT;0;0;0;0;0;1;0;1;0;0;0;1;0;2;3;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Дарсонваль;15;79.2;0.32;899.59;11200.0;92.0;896;161.28000000000003;-40.678333333333335;-42.02233333333334;-82.70066666666668;-168.08933333333337;-18.69;-9.22998511904762
50900;Круглый защитный уголок, 4 шт;37610389;7432141559012;Kids Zone;0;1;1;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;13;Защитные накладки для дома;17;54.0;0.32;33.72;567.0;85.0;85;17.0;-3.286666666666669;-3.414166666666666;-6.700833333333335;-13.656666666666663;-40.5;-7.8833333333333355
50901;Круглый защитный уголок, 8 шт;37610433;7432141559015;Kids Zone;1;0;0;0;3;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;73;Защитные накладки для дома;17;54.0;0.32;65.09;1090.0;90.0;109;21.8;-5.315000000000002;-5.478500000000001;-10.793500000000003;-21.913999999999998;-33.67;-9.902293577981654
50902;Круглый защитный уголок, 12 шт;73204047;7432141559360;Kids Zone;0;0;0;0;0;1;0;0;1;0;0;0;2;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195;Защитные накладки для дома;17;54.0;0.32;94.7;608.0;76.0;145;29.0;-5.450000000000003;-5.667500000000001;-11.117500000000003;-22.669999999999998;-23.94;-7.667241379310346
50910;Защитный уголок, бежевый, 4 шт;37610521;7432141559018;Kids Zone;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Защитные накладки для дома;17;54.0;0.32;50.87;700.0;84.0;112;22.400000000000002;-2.5450000000000017;-2.713000000000002;-5.258000000000004;-10.851999999999993;-21.33;-4.694642857142861
50911;Защитный уголок, белый, 4 шт;37610531;7432141559021;Kids Zone;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Защитные накладки для дома;17;54.0;0.32;44.01;1000.0;84.0;160;32.0;4.998333333333331;4.7583333333333355;9.756666666666668;19.033333333333342;43.25;6.097916666666667
50912;Защитный уголок, коричневый, 4 шт;37610532;7432141559024;Kids Zone;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Защитные накладки для дома;17;54.0;0.32;44.01;1130.0;83.0;192;38.4;9.265000000000006;8.977000000000002;18.242000000000008;35.908;81.59;9.501041666666671
50920;Защитная лента для уголков, бежевая;37610675;7432141559027;Kids Zone;1;1;0;3;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Защитные накладки для дома;17;79.2;0.32;105.17;1615.0;87.0;209;41.8;-2.861666666666668;-3.1751666666666676;-6.036833333333336;-12.700666666666667;-12.08;-2.8884370015948977
50921;Защитная лента для уголков, серая;37610676;7432141559030;Kids Zone;1;1;2;5;0;2;1;1;0;2;50;1;3;0;0;0;0;3;1;0;1;4;2;0;3;2;1;1;0;1;1;2;3;2;2;3;0;1;1;0;0;2;1;2;1;0;2;0;1;31;Защитные накладки для дома;17;79.2;0.32;98.23;2100.0;81.0;399;79.80000000000001;23.628333333333337;23.02983333333333;46.658166666666666;92.11933333333332;93.78;11.693776106934001
50922;Защитная лента для уголков, коричневая;37610677;7432141559033;Kids Zone;1;2;1;0;2;1;0;0;0;0;0;1;5;2;0;0;0;0;2;3;3;1;1;4;2;1;0;1;1;0;0;1;2;8;1;0;4;1;0;1;0;0;0;4;1;1;1;1;1;90;Защитные накладки для дома;17;79.2;0.32;101.64;1895.0;81.0;360;72.0;17.859999999999992;17.320000000000004;35.17999999999999;69.28000000000002;68.16;9.77222222222222
